MetaTest/dissassemble-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/dissassemble-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/dissassemble-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/dissassemble-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/dissassemble-v1/Iteration,MetaTest/Average/Iteration,MetaTest/dissassemble-v1/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/dissassemble-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTest/dissassemble-v1/AverageReturn,MetaTest/dissassemble-v1/MaxReturn
0.0,-17.686277008516598,0.0,-23.965569017905693,0.0,10,-21.39763289577668,-21.39763289577668,1.8030590724343416,0.0,113,113,1.8030590724343416,2936000,-21.397632895776674,-23.965569017905693,10,-21.397632895776674,-17.686277008516598
0.0,-18.91169756853118,0.0,-25.066761986228034,0.0,10,-21.687911373303745,-21.687911373303745,2.153674861803246,0.0,114,114,2.153674861803246,2960000,-21.68791137330375,-25.066761986228034,10,-21.68791137330375,-18.91169756853118
0.0,-19.48746230008367,0.0,-25.03013018900413,0.0,10,-22.066205358357013,-22.066205358357013,1.8919893569720534,0.0,115,115,1.8919893569720534,2984000,-22.066205358357013,-25.03013018900413,10,-22.066205358357013,-19.48746230008367
0.0,-18.516862962544185,0.0,-25.66822761613441,0.0,10,-22.464022439040836,-22.464022439040836,2.1857132975740377,0.0,116,116,2.1857132975740377,3008000,-22.46402243904084,-25.66822761613441,10,-22.46402243904084,-18.516862962544185
0.0,-16.248971403536142,0.0,-23.417497688433354,0.0,10,-19.349351736974928,-19.349351736974928,2.5048038939333424,0.0,117,117,2.5048038939333424,3032000,-19.34935173697492,-23.417497688433354,10,-19.34935173697492,-16.248971403536142
0.0,-19.130063687875236,0.0,-24.090018388991844,0.0,10,-21.218343088123657,-21.218343088123657,1.566915948819623,0.0,118,118,1.566915948819623,3056000,-21.218343088123653,-24.090018388991844,10,-21.218343088123653,-19.130063687875236
0.0,-18.661059645345837,0.0,-23.505197023430952,0.0,10,-21.201501778733267,-21.201501778733267,1.7524769589641465,0.0,119,119,1.7524769589641465,3080000,-21.201501778733256,-23.505197023430952,10,-21.201501778733256,-18.661059645345837
0.0,-18.632701827106807,0.0,-26.17846335270442,0.0,10,-22.1020008428512,-22.1020008428512,2.483220744955443,0.0,120,120,2.483220744955443,3104000,-22.102000842851208,-26.17846335270442,10,-22.102000842851208,-18.632701827106807
0.0,-18.31665468447308,0.0,-23.44482319740756,0.0,10,-21.014244490565172,-21.014244490565172,1.7500007626867813,0.0,121,121,1.7500007626867813,3128000,-21.014244490565176,-23.44482319740756,10,-21.014244490565176,-18.31665468447308
0.0,-19.388103987606147,0.0,-25.575483604313813,0.0,10,-21.83018306996715,-21.83018306996715,1.655952876722289,0.0,122,122,1.655952876722289,3152000,-21.83018306996715,-25.575483604313813,10,-21.83018306996715,-19.388103987606147
0.0,-17.32863348222023,0.0,-24.815498826419525,0.0,10,-21.868654153518413,-21.868654153518413,2.275507150035051,0.0,123,123,2.275507150035051,3176000,-21.868654153518417,-24.815498826419525,10,-21.868654153518417,-17.32863348222023
0.0,-18.22621018018303,0.0,-24.492733725006712,0.0,10,-21.97415404664321,-21.97415404664321,2.100068163455918,0.0,124,124,2.100068163455918,3200000,-21.974154046643214,-24.492733725006712,10,-21.974154046643214,-18.22621018018303
0.0,-17.05406844610574,0.0,-25.180562234758924,0.0,10,-20.621178087784536,-20.621178087784536,2.769960989014522,0.0,125,125,2.769960989014522,3224000,-20.62117808778453,-25.180562234758924,10,-20.62117808778453,-17.05406844610574
0.0,-17.11035496402459,0.0,-24.090158873762086,0.0,10,-20.284624157391754,-20.284624157391754,2.316981638427316,0.0,126,126,2.316981638427316,3248000,-20.28462415739176,-24.090158873762086,10,-20.28462415739176,-17.11035496402459
0.0,-18.021072379429583,0.0,-24.319622836546777,0.0,10,-21.106421602969224,-21.106421602969224,2.005274786475052,0.0,127,127,2.005274786475052,3272000,-21.10642160296922,-24.319622836546777,10,-21.10642160296922,-18.021072379429583
0.0,-17.67178790566146,0.0,-23.602396852384384,0.0,10,-20.1062521739126,-20.1062521739126,1.4982601080087956,0.0,128,128,1.4982601080087956,3296000,-20.106252173912594,-23.602396852384384,10,-20.106252173912594,-17.67178790566146
0.0,-16.79368177877466,0.0,-23.49153091953096,0.0,10,-20.205360053145686,-20.205360053145686,2.4703203825927402,0.0,129,129,2.4703203825927402,3320000,-20.20536005314569,-23.49153091953096,10,-20.20536005314569,-16.79368177877466
0.0,-15.44330084772902,0.0,-25.141173413851693,0.0,10,-20.910972603524748,-20.910972603524748,3.0318278082412586,0.0,130,130,3.0318278082412586,3344000,-20.910972603524748,-25.141173413851693,10,-20.910972603524748,-15.44330084772902
0.0,-16.683890309787706,0.0,-25.202769036859692,0.0,10,-20.88886262388876,-20.88886262388876,2.907537665344868,0.0,131,131,2.907537665344868,3368000,-20.888862623888752,-25.202769036859692,10,-20.888862623888752,-16.683890309787706
0.0,-16.621629721045725,0.0,-23.824057516420154,0.0,10,-20.921714590778397,-20.921714590778397,2.337807150614263,0.0,132,132,2.337807150614263,3392000,-20.921714590778397,-23.824057516420154,10,-20.921714590778397,-16.621629721045725
0.0,-16.50692964723731,0.0,-24.59065938544699,0.0,10,-20.108435871375946,-20.108435871375946,2.1829534166134126,0.0,133,133,2.1829534166134126,3416000,-20.10843587137594,-24.59065938544699,10,-20.10843587137594,-16.50692964723731
0.0,-18.303137962420088,0.0,-22.913783021134265,0.0,10,-20.457967444805853,-20.457967444805853,1.732185155782797,0.0,134,134,1.732185155782797,3440000,-20.457967444805846,-22.913783021134265,10,-20.457967444805846,-18.303137962420088
0.0,-19.943447202384966,0.0,-24.76429427400829,0.0,10,-22.71859403980333,-22.71859403980333,1.4640287572616586,0.0,135,135,1.4640287572616586,3464000,-22.718594039803328,-24.76429427400829,10,-22.718594039803328,-19.943447202384966
0.0,-18.390317958512497,0.0,-24.77725934638613,0.0,10,-21.110874290840265,-21.110874290840265,2.555237390040528,0.0,136,136,2.555237390040528,3488000,-21.110874290840265,-24.77725934638613,10,-21.110874290840265,-18.390317958512497
0.0,-18.174783395532895,0.0,-24.848976020324024,0.0,10,-22.438771360391907,-22.438771360391907,2.195436020818776,0.0,137,137,2.195436020818776,3512000,-22.438771360391907,-24.848976020324024,10,-22.438771360391907,-18.174783395532895
0.0,-18.09391457445077,0.0,-23.25172221894112,0.0,10,-19.81360160674828,-19.81360160674828,1.870471192501591,0.0,138,138,1.870471192501591,3536000,-19.81360160674828,-23.25172221894112,10,-19.81360160674828,-18.09391457445077
0.0,-19.159920426157708,0.0,-23.450872505121474,0.0,10,-21.814500656708347,-21.814500656708347,1.4187387256947475,0.0,139,139,1.4187387256947475,3560000,-21.814500656708343,-23.450872505121474,10,-21.814500656708343,-19.159920426157708
0.0,-17.67376880191429,0.0,-22.962818847825723,0.0,10,-19.703695253850924,-19.703695253850924,1.828361774135228,0.0,140,140,1.828361774135228,3584000,-19.703695253850924,-22.962818847825723,10,-19.703695253850924,-17.67376880191429
0.0,-18.773234924911048,0.0,-24.966647191644565,0.0,10,-22.22479266132865,-22.22479266132865,1.686007349557647,0.0,141,141,1.686007349557647,3608000,-22.224792661328657,-24.966647191644565,10,-22.224792661328657,-18.773234924911048
0.0,-16.58509561841178,0.0,-23.886655527937826,0.0,10,-19.992672636630708,-19.992672636630708,1.9736203267813355,0.0,142,142,1.9736203267813355,3632000,-19.992672636630708,-23.886655527937826,10,-19.992672636630708,-16.58509561841178
0.0,-18.717594271508602,0.0,-23.77883301566278,0.0,10,-21.113349971425325,-21.113349971425325,1.6978867039757766,0.0,143,143,1.6978867039757766,3656000,-21.113349971425322,-23.77883301566278,10,-21.113349971425322,-18.717594271508602
0.0,-18.792720650730892,0.0,-25.377163061361642,0.0,10,-22.550820863943787,-22.550820863943787,1.939833203389348,0.0,144,144,1.939833203389348,3680000,-22.550820863943787,-25.377163061361642,10,-22.550820863943787,-18.792720650730892
0.0,-17.871773844206118,0.0,-23.79565691636215,0.0,10,-20.435488266368882,-20.435488266368882,1.9291034462429562,0.0,145,145,1.9291034462429562,3704000,-20.435488266368882,-23.79565691636215,10,-20.435488266368882,-17.871773844206118
0.0,-16.359161268086154,0.0,-24.953305633882792,0.0,10,-20.407148789375096,-20.407148789375096,2.820062665808027,0.0,146,146,2.820062665808027,3728000,-20.407148789375103,-24.953305633882792,10,-20.407148789375103,-16.359161268086154
0.0,-19.27592282478197,0.0,-24.992919097681625,0.0,10,-22.314920112297717,-22.314920112297717,1.6831401587324955,0.0,147,147,1.6831401587324955,3752000,-22.314920112297717,-24.992919097681625,10,-22.314920112297717,-19.27592282478197
0.0,-17.322036148733687,0.0,-23.93342151106506,0.0,10,-21.49254036874715,-21.49254036874715,1.7911480210499502,0.0,148,148,1.7911480210499502,3776000,-21.492540368747154,-23.93342151106506,10,-21.492540368747154,-17.322036148733687
0.0,-17.739044394102883,0.0,-23.772141399827078,0.0,10,-20.728072558587293,-20.728072558587293,2.1169584176233514,0.0,149,149,2.1169584176233514,3800000,-20.728072558587293,-23.772141399827078,10,-20.728072558587293,-17.739044394102883
0.0,-16.65109025731113,0.0,-24.21589704953202,0.0,10,-20.539326904852906,-20.539326904852906,2.623535936655938,0.0,150,150,2.623535936655938,3824000,-20.5393269048529,-24.21589704953202,10,-20.5393269048529,-16.65109025731113
0.0,-19.31335124270517,0.0,-25.30698113060235,0.0,10,-21.620486758854277,-21.620486758854277,2.0153290991876833,0.0,151,151,2.0153290991876833,3848000,-21.62048675885428,-25.30698113060235,10,-21.62048675885428,-19.31335124270517
0.0,-17.434655333426566,0.0,-24.43131839831053,0.0,10,-20.478412960123308,-20.478412960123308,2.051394776316286,0.0,152,152,2.051394776316286,3872000,-20.478412960123308,-24.43131839831053,10,-20.478412960123308,-17.434655333426566
0.0,-18.227306521798187,0.0,-23.929933054562646,0.0,10,-21.11572591041395,-21.11572591041395,1.740129903690228,0.0,153,153,1.740129903690228,3896000,-21.115725910413943,-23.929933054562646,10,-21.115725910413943,-18.227306521798187
0.0,-18.510529734391316,0.0,-24.826554740921797,0.0,10,-21.059493612869197,-21.059493612869197,2.238143742071237,0.0,154,154,2.238143742071237,3920000,-21.059493612869197,-24.826554740921797,10,-21.059493612869197,-18.510529734391316
0.0,-18.411820197204847,0.0,-23.099663054462326,0.0,10,-20.94406526309863,-20.94406526309863,1.445139054896336,0.0,155,155,1.445139054896336,3944000,-20.944065263098633,-23.099663054462326,10,-20.944065263098633,-18.411820197204847
0.0,-18.34303175014798,0.0,-23.613682942757823,0.0,10,-21.60128345218817,-21.60128345218817,1.5054905148010596,0.0,156,156,1.5054905148010596,3968000,-21.60128345218817,-23.613682942757823,10,-21.60128345218817,-18.34303175014798
0.0,-17.05423002947435,0.0,-22.89382265775184,0.0,10,-20.757792815501336,-20.757792815501336,2.0885620430994414,0.0,157,157,2.0885620430994414,3992000,-20.75779281550134,-22.89382265775184,10,-20.75779281550134,-17.05423002947435
0.0,-18.909125640573603,0.0,-23.387450708049254,0.0,10,-20.94106951570425,-20.94106951570425,1.6116221853274588,0.0,158,158,1.6116221853274588,4016000,-20.94106951570425,-23.387450708049254,10,-20.94106951570425,-18.909125640573603
0.0,-17.472373103986634,0.0,-24.478690977325495,0.0,10,-21.145968415362184,-21.145968415362184,2.046235934288153,0.0,159,159,2.046235934288153,4040000,-21.14596841536219,-24.478690977325495,10,-21.14596841536219,-17.472373103986634
0.0,-18.235059330495176,0.0,-23.99919331930818,0.0,10,-21.593291432892975,-21.593291432892975,2.096106366801592,0.0,160,160,2.096106366801592,4064000,-21.593291432892975,-23.99919331930818,10,-21.593291432892975,-18.235059330495176
0.0,-17.178485373603475,0.0,-22.768141917264387,0.0,10,-20.36861232066334,-20.36861232066334,1.683597550738906,0.0,161,161,1.683597550738906,4088000,-20.36861232066334,-22.768141917264387,10,-20.36861232066334,-17.178485373603475
0.0,-18.945645229472323,0.0,-25.48181622569319,0.0,10,-22.165984233936218,-22.165984233936218,2.039719001742608,0.0,162,162,2.039719001742608,4112000,-22.16598423393622,-25.48181622569319,10,-22.16598423393622,-18.945645229472323
0.0,-17.581378979297902,0.0,-22.273604047434,0.0,10,-20.25122412405215,-20.25122412405215,1.5787300844316097,0.0,163,163,1.5787300844316097,4136000,-20.25122412405215,-22.273604047434,10,-20.25122412405215,-17.581378979297902
0.0,-17.231944707643557,0.0,-25.656807843363026,0.0,10,-22.486449561926218,-22.486449561926218,2.371938558372651,0.0,164,164,2.371938558372651,4160000,-22.486449561926225,-25.656807843363026,10,-22.486449561926225,-17.231944707643557
0.0,-18.117346049124784,0.0,-23.217989964269503,0.0,10,-20.847003241580055,-20.847003241580055,1.6816833085673586,0.0,165,165,1.6816833085673586,4184000,-20.847003241580047,-23.217989964269503,10,-20.847003241580047,-18.117346049124784
0.0,-17.2600212581851,0.0,-25.144025898671,0.0,10,-21.577238469078658,-21.577238469078658,2.436405517660945,0.0,166,166,2.436405517660945,4208000,-21.57723846907866,-25.144025898671,10,-21.57723846907866,-17.2600212581851
0.0,-17.76609851286031,0.0,-24.756754708393128,0.0,10,-21.661389889015496,-21.661389889015496,2.0109923946405113,0.0,167,167,2.0109923946405113,4232000,-21.661389889015492,-24.756754708393128,10,-21.661389889015492,-17.76609851286031
0.0,-17.90236848180022,0.0,-24.196520920187922,0.0,10,-20.256140671176006,-20.256140671176006,1.8913859005825,0.0,168,168,1.8913859005825,4256000,-20.25614067117601,-24.196520920187922,10,-20.25614067117601,-17.90236848180022
0.0,-18.769307334204324,0.0,-24.983061098151374,0.0,10,-22.19233577276666,-22.19233577276666,1.9747424544894054,0.0,169,169,1.9747424544894054,4280000,-22.19233577276666,-24.983061098151374,10,-22.19233577276666,-18.769307334204324
0.0,-16.90116641782439,0.0,-24.457038306837067,0.0,10,-21.403312919675116,-21.403312919675116,1.9826478223368342,0.0,170,170,1.9826478223368342,4304000,-21.403312919675113,-24.457038306837067,10,-21.403312919675113,-16.90116641782439
0.0,-18.78247597823849,0.0,-24.522065183022413,0.0,10,-21.700960661776246,-21.700960661776246,2.021124318476095,0.0,171,171,2.021124318476095,4328000,-21.70096066177625,-24.522065183022413,10,-21.70096066177625,-18.78247597823849
0.0,-17.90104651555253,0.0,-23.90198220824029,0.0,10,-21.67534725038214,-21.67534725038214,1.6977643414483048,0.0,172,172,1.6977643414483048,4352000,-21.67534725038214,-23.90198220824029,10,-21.67534725038214,-17.90104651555253
0.0,-18.818057134352223,0.0,-23.586942710595345,0.0,10,-21.55756069280374,-21.55756069280374,1.586954343587821,0.0,173,173,1.586954343587821,4376000,-21.557560692803737,-23.586942710595345,10,-21.557560692803737,-18.818057134352223
0.0,-19.53310190089083,0.0,-24.5436647250792,0.0,10,-21.911513738528416,-21.911513738528416,1.5607929339457638,0.0,174,174,1.5607929339457638,4400000,-21.911513738528406,-24.5436647250792,10,-21.911513738528406,-19.53310190089083
0.0,-16.569969931392944,0.0,-23.37809324749425,0.0,10,-21.162422951694907,-21.162422951694907,2.374159578131104,0.0,175,175,2.374159578131104,4424000,-21.162422951694907,-23.37809324749425,10,-21.162422951694907,-16.569969931392944
0.0,-18.457672006561218,0.0,-23.61382173826057,0.0,10,-21.62024930966646,-21.62024930966646,1.4813565917692941,0.0,176,176,1.4813565917692941,4448000,-21.620249309666463,-23.61382173826057,10,-21.620249309666463,-18.457672006561218
0.0,-16.704954435645178,0.0,-23.460108015404455,0.0,10,-20.664884069821206,-20.664884069821206,2.3197531022471765,0.0,177,177,2.3197531022471765,4472000,-20.664884069821206,-23.460108015404455,10,-20.664884069821206,-16.704954435645178
0.0,-16.02044740706253,0.0,-22.598843731112595,0.0,10,-19.778243927523963,-19.778243927523963,1.895362448792555,0.0,178,178,1.895362448792555,4496000,-19.778243927523967,-22.598843731112595,10,-19.778243927523967,-16.02044740706253
0.0,-17.348557468534818,0.0,-20.673979344870254,0.0,10,-19.615718459294158,-19.615718459294158,1.036688299983395,0.0,179,179,1.036688299983395,4520000,-19.615718459294158,-20.673979344870254,10,-19.615718459294158,-17.348557468534818
0.0,-17.22661508529746,0.0,-25.210247520047385,0.0,10,-20.82941145167897,-20.82941145167897,2.448011161306993,0.0,180,180,2.448011161306993,4544000,-20.82941145167897,-25.210247520047385,10,-20.82941145167897,-17.22661508529746
0.0,-18.46321328033432,0.0,-24.751796020076135,0.0,10,-21.807764781815443,-21.807764781815443,2.0644311960099553,0.0,181,181,2.0644311960099553,4568000,-21.807764781815447,-24.751796020076135,10,-21.807764781815447,-18.46321328033432
0.0,-16.687066314999807,0.0,-23.23617023848575,0.0,10,-20.12605442455368,-20.12605442455368,2.1837354850110358,0.0,182,182,2.1837354850110358,4592000,-20.12605442455368,-23.23617023848575,10,-20.12605442455368,-16.687066314999807
0.0,-18.701609752764455,0.0,-22.075582067353864,0.0,10,-20.682981822801803,-20.682981822801803,1.276882103540411,0.0,183,183,1.276882103540411,4616000,-20.682981822801807,-22.075582067353864,10,-20.682981822801807,-18.701609752764455
0.0,-17.0757946051099,0.0,-24.27197939514791,0.0,10,-21.1853641479888,-21.1853641479888,2.197392693756207,0.0,184,184,2.197392693756207,4640000,-21.1853641479888,-24.27197939514791,10,-21.1853641479888,-17.0757946051099
0.0,-15.937438388546205,0.0,-22.781940085346562,0.0,10,-19.753712800679256,-19.753712800679256,2.420605757494993,0.0,185,185,2.420605757494993,4664000,-19.75371280067926,-22.781940085346562,10,-19.75371280067926,-15.937438388546205
0.0,-18.583852049684488,0.0,-23.420810153507777,0.0,10,-20.719008905708435,-20.719008905708435,1.3651070206385807,0.0,186,186,1.3651070206385807,4688000,-20.71900890570844,-23.420810153507777,10,-20.71900890570844,-18.583852049684488
0.0,-19.54038143459139,0.0,-24.582871827854163,0.0,10,-21.889505366169043,-21.889505366169043,1.6381534803271711,0.0,187,187,1.6381534803271711,4712000,-21.889505366169047,-24.582871827854163,10,-21.889505366169047,-19.54038143459139
0.0,-18.950678387467914,0.0,-23.967280721297826,0.0,10,-22.05465290267852,-22.05465290267852,1.6338173193373051,0.0,188,188,1.6338173193373051,4736000,-22.05465290267852,-23.967280721297826,10,-22.05465290267852,-18.950678387467914
0.0,-17.814430162540926,0.0,-24.65297547783865,0.0,10,-21.071751169074872,-21.071751169074872,2.321013965771178,0.0,189,189,2.321013965771178,4760000,-21.071751169074872,-24.65297547783865,10,-21.071751169074872,-17.814430162540926
0.0,-16.58575479774108,0.0,-24.3790450007597,0.0,10,-20.010010336536492,-20.010010336536492,2.1965515127818085,0.0,190,190,2.1965515127818085,4784000,-20.01001033653649,-24.3790450007597,10,-20.01001033653649,-16.58575479774108
0.0,-17.724037880644424,0.0,-25.8301252117954,0.0,10,-22.263604978998796,-22.263604978998796,2.598692550394657,0.0,191,191,2.598692550394657,4808000,-22.2636049789988,-25.8301252117954,10,-22.2636049789988,-17.724037880644424
0.0,-18.142935779166415,0.0,-23.9891710722615,0.0,10,-20.30739194644904,-20.30739194644904,1.818388886805413,0.0,192,192,1.818388886805413,4832000,-20.307391946449037,-23.9891710722615,10,-20.307391946449037,-18.142935779166415
0.0,-16.993984235971904,0.0,-23.181062547395754,0.0,10,-20.571076688180675,-20.571076688180675,2.009321566776655,0.0,193,193,2.009321566776655,4856000,-20.57107668818068,-23.181062547395754,10,-20.57107668818068,-16.993984235971904
0.0,-17.69659033423924,0.0,-22.598145705293234,0.0,10,-19.661254149562627,-19.661254149562627,1.7045188397924438,0.0,194,194,1.7045188397924438,4880000,-19.661254149562623,-22.598145705293234,10,-19.661254149562623,-17.69659033423924
0.0,-17.502241370197755,0.0,-24.777852464775098,0.0,10,-21.49473776107437,-21.49473776107437,2.4896326620313336,0.0,195,195,2.4896326620313336,4904000,-21.494737761074376,-24.777852464775098,10,-21.494737761074376,-17.502241370197755
0.0,-17.871049000534644,0.0,-23.848572124736243,0.0,10,-20.995665681100377,-20.995665681100377,2.332326802317551,0.0,196,196,2.332326802317551,4928000,-20.995665681100377,-23.848572124736243,10,-20.995665681100377,-17.871049000534644
0.0,-17.936066841012853,0.0,-22.85243176524646,0.0,10,-20.896269376245662,-20.896269376245662,1.6648195447476084,0.0,197,197,1.6648195447476084,4952000,-20.896269376245662,-22.85243176524646,10,-20.896269376245662,-17.936066841012853
0.0,-16.689150312602763,0.0,-22.783851579077552,0.0,10,-20.542580203918547,-20.542580203918547,1.8442208437383063,0.0,198,198,1.8442208437383063,4976000,-20.542580203918543,-22.783851579077552,10,-20.542580203918543,-16.689150312602763
0.0,-19.286955845980614,0.0,-23.878507153310096,0.0,10,-21.912129030141237,-21.912129030141237,1.3838606470529533,0.0,199,199,1.3838606470529533,5000000,-21.912129030141237,-23.878507153310096,10,-21.912129030141237,-19.286955845980614
0.0,-18.284402167941547,0.0,-22.306432894072163,0.0,10,-19.92872650638216,-19.92872650638216,1.367324759211347,0.0,200,200,1.367324759211347,5024000,-19.928726506382166,-22.306432894072163,10,-19.928726506382166,-18.284402167941547
0.0,-17.5983253015363,0.0,-24.45752818562026,0.0,10,-20.333799118616128,-20.333799118616128,1.9662538357149515,0.0,201,201,1.9662538357149515,5048000,-20.333799118616124,-24.45752818562026,10,-20.333799118616124,-17.5983253015363
0.0,-17.21732123926296,0.0,-23.49618965506695,0.0,10,-19.756278691428065,-19.756278691428065,1.7259484845886686,0.0,202,202,1.7259484845886686,5072000,-19.756278691428065,-23.49618965506695,10,-19.756278691428065,-17.21732123926296
0.0,-16.238832082932714,0.0,-23.2028042654093,0.0,10,-20.356018370142365,-20.356018370142365,2.291414776180658,0.0,203,203,2.291414776180658,5096000,-20.356018370142365,-23.2028042654093,10,-20.356018370142365,-16.238832082932714
0.0,-17.449030150382278,0.0,-23.050017576206944,0.0,10,-20.482269843308497,-20.482269843308497,1.508123888918777,0.0,204,204,1.508123888918777,5120000,-20.48226984330849,-23.050017576206944,10,-20.48226984330849,-17.449030150382278
0.0,-19.526852658710077,0.0,-25.505526977461958,0.0,10,-22.27484489012129,-22.27484489012129,1.9944477232852897,0.0,205,205,1.9944477232852897,5144000,-22.274844890121294,-25.505526977461958,10,-22.274844890121294,-19.526852658710077
0.0,-17.776724389609164,0.0,-23.215691455271614,0.0,10,-20.283099343934968,-20.283099343934968,1.6803605718307946,0.0,206,206,1.6803605718307946,5168000,-20.28309934393497,-23.215691455271614,10,-20.28309934393497,-17.776724389609164
0.0,-19.400098526276828,0.0,-24.84379060837887,0.0,10,-22.133912248500256,-22.133912248500256,1.9249360749329945,0.0,207,207,1.9249360749329945,5192000,-22.133912248500266,-24.84379060837887,10,-22.133912248500266,-19.400098526276828
0.0,-18.587454800023814,0.0,-24.392547724593065,0.0,10,-20.82732447371224,-20.82732447371224,1.6225666882847627,0.0,208,208,1.6225666882847627,5216000,-20.827324473712242,-24.392547724593065,10,-20.827324473712242,-18.587454800023814
0.0,-16.759941807304113,0.0,-22.918511867559832,0.0,10,-20.296051513333456,-20.296051513333456,1.945645497450027,0.0,209,209,1.945645497450027,5240000,-20.296051513333456,-22.918511867559832,10,-20.296051513333456,-16.759941807304113
0.0,-18.921236558882825,0.0,-23.073220896568095,0.0,10,-20.66445007813813,-20.66445007813813,1.4819542688675233,0.0,210,210,1.4819542688675233,5264000,-20.664450078138128,-23.073220896568095,10,-20.664450078138128,-18.921236558882825
0.0,-17.883075460620855,0.0,-23.74085531707653,0.0,10,-20.363887418208762,-20.363887418208762,1.8031818714165784,0.0,211,211,1.8031818714165784,5288000,-20.363887418208755,-23.74085531707653,10,-20.363887418208755,-17.883075460620855
0.0,-17.436708642777848,0.0,-24.071751833255004,0.0,10,-20.284257094236658,-20.284257094236658,2.0765800913070076,0.0,212,212,2.0765800913070076,5312000,-20.28425709423666,-24.071751833255004,10,-20.28425709423666,-17.436708642777848
0.0,-19.323404059549226,0.0,-25.14069706934894,0.0,10,-21.51627089352695,-21.51627089352695,1.729976973453974,0.0,213,213,1.729976973453974,5336000,-21.51627089352695,-25.14069706934894,10,-21.51627089352695,-19.323404059549226
0.0,-18.242828238961135,0.0,-24.599536101304647,0.0,10,-21.203691043547572,-21.203691043547572,2.3365694302815667,0.0,214,214,2.3365694302815667,5360000,-21.20369104354758,-24.599536101304647,10,-21.20369104354758,-18.242828238961135
0.0,-16.165050345869417,0.0,-23.745679773199306,0.0,10,-20.1810282832242,-20.1810282832242,2.152818787086128,0.0,215,215,2.152818787086128,5384000,-20.1810282832242,-23.745679773199306,10,-20.1810282832242,-16.165050345869417
0.0,-16.413276182043987,0.0,-24.18343546662017,0.0,10,-20.637075654366626,-20.637075654366626,2.232931250261093,0.0,216,216,2.232931250261093,5408000,-20.637075654366626,-24.18343546662017,10,-20.637075654366626,-16.413276182043987
0.0,-16.68894807324826,0.0,-24.9650409626041,0.0,10,-21.84612460489142,-21.84612460489142,2.3632139289867036,0.0,217,217,2.3632139289867036,5432000,-21.846124604891415,-24.9650409626041,10,-21.846124604891415,-16.68894807324826
0.0,-17.701687848021646,0.0,-23.728681327455792,0.0,10,-20.811547139364045,-20.811547139364045,1.7405967805538296,0.0,218,218,1.7405967805538296,5456000,-20.811547139364045,-23.728681327455792,10,-20.811547139364045,-17.701687848021646
0.0,-17.264116811775477,0.0,-23.071111274261646,0.0,10,-20.99335469256994,-20.99335469256994,1.8934751902015803,0.0,219,219,1.8934751902015803,5480000,-20.993354692569945,-23.071111274261646,10,-20.993354692569945,-17.264116811775477
0.0,-19.36680559705623,0.0,-23.824998266403917,0.0,10,-21.44452857630339,-21.44452857630339,1.375511208897718,0.0,220,220,1.375511208897718,5504000,-21.444528576303394,-23.824998266403917,10,-21.444528576303394,-19.36680559705623
0.0,-18.170232932302127,0.0,-23.72411774384067,0.0,10,-20.06217703568411,-20.06217703568411,2.2927695512366775,0.0,221,221,2.2927695512366775,5528000,-20.06217703568411,-23.72411774384067,10,-20.06217703568411,-18.170232932302127
0.0,-17.041197055653658,0.0,-22.615319995637762,0.0,10,-20.26482131378359,-20.26482131378359,1.8698331662380494,0.0,222,222,1.8698331662380494,5552000,-20.264821313783592,-22.615319995637762,10,-20.264821313783592,-17.041197055653658
0.0,-16.74565715873507,0.0,-23.18794914805771,0.0,10,-20.55954957398641,-20.55954957398641,2.013975667508721,0.0,223,223,2.013975667508721,5576000,-20.559549573986402,-23.18794914805771,10,-20.559549573986402,-16.74565715873507
0.0,-19.417784802068358,0.0,-23.8584347835397,0.0,10,-21.11512584542158,-21.11512584542158,1.581698980034414,0.0,224,224,1.581698980034414,5600000,-21.11512584542158,-23.8584347835397,10,-21.11512584542158,-19.417784802068358
0.0,-19.542704911273123,0.0,-24.13064507598333,0.0,10,-21.702340319843334,-21.702340319843334,1.6312468885076017,0.0,225,225,1.6312468885076017,5624000,-21.702340319843337,-24.13064507598333,10,-21.702340319843337,-19.542704911273123
0.0,-18.40458245359784,0.0,-25.195409793084288,0.0,10,-21.11513643485434,-21.11513643485434,2.0302038456307114,0.0,226,226,2.0302038456307114,5648000,-21.115136434854346,-25.195409793084288,10,-21.115136434854346,-18.40458245359784
0.0,-16.052260405731662,0.0,-24.00897020381991,0.0,10,-19.825064121313503,-19.825064121313503,2.7288095687165095,0.0,227,227,2.7288095687165095,5672000,-19.82506412131351,-24.00897020381991,10,-19.82506412131351,-16.052260405731662
